"ShowID","ShowDate","ShowName","DeadBaseID","VenueID","TapeRank","GotIT","Quality","MyNotes","ShowNotes","ShowFirstLine"
1094,"1969-02-14","02-14-69",0,346,0,0,-1,"","","02-14-69 Electric Factory/, Philadelphia/, Pa. (Fri)"
1095,"1969-02-15","02-15-69",0,346,0,0,-1,"","","02-15-69 Electric Factory/, Philadelphia/, Pa. (Sat)"
1096,"1969-02-19","02-19-69",0,7,0,0,-1,"","""Frontiers of Science Celestial Synapse"" - also: Golden Toad","02-19-69 Fillmore West/, San Francisco/, Ca. (Wed)"
1097,"1969-02-26","02-26-69",0,37,0,0,-1,"","Mickey And The Hartbeats","02-26-69 The Matrix/, San Francisco/, Ca. (Wed)"
1098,"1969-03-12","03-12-69",0,7,0,0,-1,"","San Francisco State Strike Committee benefit","03-12-69 Fillmore West/, San Francisco/, Ca. (Wed)"
1099,"1969-03-15","03-15-69",0,365,0,0,-1,"","Phil Lesh's 29th birthday - ""Black and White Ball"" - San Francisco Symphony benefit","03-15-69 Hilton Hotel/, San Francisco/, Ca. (Sat)"
1100,"1969-03-21","03-21-69",0,366,0,0,-1,"","also: Paul Butterfield Blues Band; Jethro Tull","03-21-69 Rose Palace/, Pasadena/, Ca. (Fri)"
1101,"1969-03-22","03-22-69",0,366,0,0,-1,"","selist incomplete - also: Paul Butterfield Blues Band; Jethro Tull","03-22-69 Rose Palace/, Pasadena/, Ca. (Sat)"
1102,"1969-03-27","03-27-69",0,367,0,0,-1,"","list may belong to the following night","03-27-69 Merced/, Ca. (Thu)"
1103,"1969-03-28","03-28-69",0,368,0,0,-1,"","","03-28-69 Student Center/, Modesto Jr. College/, Modesto/, Ca. (Fri)"
1104,"1969-04-04","04-04-69",0,98,0,0,-1,"","also: Flying Burrito Bros; Aum","04-04-69 Avalon Ballroom/, San Francisco/, Ca. (Fri)"
1105,"1969-04-11","04-11-69",0,369,0,0,-1,"","sponsored by the Student Peace Association - tickets: $2 and $3","04-11-69 University Auditorium/, U. of Az./, Tucson/, Az. (Fri)"
1106,"1969-04-12","04-12-69",0,370,0,0,-1,"","also: Spirit Of Creation","04-12-69 Student Union Ballrm/, U. of U./, Salt Lake City/, Ut. (Sat)"
1107,"1969-04-13","04-13-69",0,371,0,0,-1,"","","04-13-69 Ballroom/, U. of Co./, Boulder/, Co. (Sun)"
1108,"1969-04-15","04-15-69",0,363,0,0,-1,"","","04-15-69 The Music Box/, Omaha/, Nb. (Tue)"
1109,"1969-04-17","04-17-69",0,372,0,0,-1,"","","04-17-69 Washington University/, St. Louis/, Mo. (Thu)"
1110,"1969-04-18","04-18-69",0,373,0,0,-1,"","also: George Stavis","04-18-69 Memorial Union Ballroom/, Purdue U./, Lafayette/, In. (Fri)"
1111,"1969-04-20","04-20-69",0,374,0,0,-1,"","Roland Kirk opened - poster lists the date as 04-19-69","04-20-69 Atwood Hall/, Clark University/, Worcester/, Ma. (Sun)"
1112,"1969-04-23","04-23-69",0,54,0,0,-1,"","","04-23-69 The Ark/, Boston/, Ma. (Wed)"
1113,"1969-04-25","04-25-69",0,375,0,0,-1,"","","04-25-69 Electric Theater/, Chicago/, Il. (Fri)"
1114,"1969-04-26","04-26-69",0,375,0,0,-1,"","""Viola Lee Blues"" appears on ""Fallout From The Phil Zone"" - ""What's Become Of The Baby"" was not performed by the Dead on this night; the studio version was played over the PA while the band performed ""Feedback""","04-26-69 Electric Theater/, Chicago/, Il. (Sat)"
1115,"1969-05-02","05-02-69",0,602,0,0,-1,"","billing: Jefferson Airplane; GD; Mongo Santamaria","05-02-69 Winterland Arena/, San Francisco/, Ca. (Fri)"
1116,"1969-05-07","05-07-69",0,184,0,0,-1,"","order uncertain - Bill Kreutzmann's 22nd birthday - afternoon concert - also: Jefferson Airplane","05-07-69 Polo Field/, Golden Gate Park/, San Francisco/, Ca. (Wed)"
1117,"1969-05-08","05-08-69",0,376,0,0,-1,"","","05-08-69 Unknown Location/, Ca. (Thu)"
1118,"1969-05-09","05-09-69",0,377,0,0,-1,"","","05-09-69 Hall Of Flowers/, County Fairgrounds/, San Mateo/, Ca. (Fri)"
1119,"1969-05-10","05-10-69",0,366,0,0,-1,"","","05-10-69 Rose Palace/, Pasadena/, Ca. (Sat)"
1120,"1969-05-11","05-11-69",0,378,0,0,-1,"","also: Canned Heat; Lee Michaels; Santana; Tarantula","05-11-69 Aztec Bowl/, San Diego State U./, San Diego/, Ca. (Sun)"
1121,"1969-05-16","05-16-69",0,379,0,0,-1,"","also: Frumious Bandersnatch; Velvet Hammer","05-16-69 Campolindo High School/, Moraga/, Ca. (Fri)"
1122,"1969-05-28","05-28-69",0,602,0,0,-1,"","""People's Park Bail Ball"" benefit - billing: Jefferson Airplane; GD; Creedence Clearwater Revival; Elvin Bishop Group; Santana; Bangor Flying Circus; Aum","05-28-69 Winterland Arena/, San Francisco/, Ca. (Wed)"
1123,"1969-05-29","05-29-69",0,380,0,0,-1,"","*with unidentified guest""Memorial Day Ball"" - also: Lee Michaels; The Youngbloods","05-29-69 Robertson Gym/, U.C.S.B./, Santa Barbara/, Ca. (Thu)"
1124,"1969-05-30","05-30-69",0,381,0,0,-1,"","","05-30-69 Springer's Inn/, Portland/, Or. (Fri)"
1125,"1969-05-31","05-31-69",0,73,0,0,-1,"","","05-31-69 McArthur Court/, University of Oregon/, Eugene/, Or. (Sat)"
1126,"1969-06-05","06-05-69",0,7,0,0,-1,"","billing: GD; Jr. Walker & The All Stars; The Glass Family","06-05-69 Fillmore West/, San Francisco/, Ca. (Thu)"
1127,"1969-06-06","06-06-69",0,7,0,0,-1,"","*with Elvin Bishoplist may be incomplete - billing: GD; Jr. Walker & The All Stars; The Glass Family","06-06-69 Fillmore West/, San Francisco/, Ca. (Fri)"
1128,"1969-06-08","06-08-69",0,7,0,0,-1,"","*with Elvin Bishop, and Wayne ""The Harp"" Ceballosbilling: GD; Jr. Walker & The All Stars; The Glass Family","06-08-69 Fillmore West/, San Francisco/, Ca. (Sun)"
1129,"1969-06-11","06-11-69",0,287,0,0,-1,"","Bobby Ace And His Cards From The Bottom Of The Deck - Weir, Garcia, Lesh, Hart and Constanten - with John Dawson and David Nelson on guitar, autoharp and vocals and with Peter Grant on pedal steel","06-11-69 California Hall/, San Francisco/, Ca. (Wed)"
1130,"1969-06-27","06-27-69",0,382,0,0,-1,"","*with Bob Weir on lead vocalsalso: Hot Tuna; Joey Covington; Cleanliness & Godliness Skiffle Band","06-27-69 Veterans Auditorium/, Santa Rosa/, Ca. (Fri)"
1131,"1969-06-28","06-28-69",0,382,0,0,-1,"","also: Hot Tuna; Joey Covington; Cleanliness & Godliness Skiffle Band","06-28-69 Veterans Auditorium/, Santa Rosa/, Ca. (Sat)"
1132,"1969-06-29","06-29-69",0,383,0,0,-1,"","also: Hot Tuna; Joey Covington; Cleanliness & Godliness Skiffle Band","06-29-69 The Barn/, Rio Nido/, Ca. (Sun)"
1133,"1969-07-03","07-03-69",0,384,0,0,-1,"","setlist incomplete - also: Zephyr; Holden Caulfield and Deven Michaels","07-03-69 Reed's Ranch/, Colorado Springs/, Co. (Thu)"
1134,"1969-07-04","07-04-69",0,375,0,0,-1,"","*title uncertain","07-04-69 Electric Theater/, Chicago/, Il. (Fri)"
1135,"1969-07-05","07-05-69",0,375,0,1,-1,"","","07-05-69 Electric Theater/, Chicago/, Il. (Sat)"
1136,"1969-07-07","07-07-69",0,385,0,0,-1,"","free afternoon concert","07-07-69 Piedmont Park/, Atlanta/, Ga. (Mon)"
1137,"1969-07-16","07-16-69",0,276,0,0,-1,"","","07-16-69 Longshoreman's Hall/, San Francisco/, Ca. (Wed)"
1138,"1969-08-02","08-02-69",0,386,0,0,-1,"","also: Ballet Afro-Haiti; Albert Collins","08-02-69 Family Dog at the Great Highway/, San Francisco/, Ca. (Sat)"
1139,"1969-08-03","08-03-69",0,386,0,0,-1,"","also: Ballet Afro-Haiti; Albert Collins","08-03-69 Family Dog at the Great Highway/, San Francisco/, Ca. (Sun)"
1140,"1969-08-16","08-16-69",0,387,0,1,-1,"","Woodstock Music and Art Fair - also: Canned Heat; Creedence Clearwater Revival; Keef Hartley Band; Janis Joplin; Jefferson Airplane; Mountain; Quill; Santana; The Who","08-16-69 Max Yasgur's Farm/, Bethel/, N.Y. (Sat)"
1141,"1969-08-21","08-21-69",0,388,0,0,-1,"","*with flutedate of show may be 08-20-69 - also: NRPS; Sanpaku","08-21-69 Green Lake Aqua Theatre/, Seattle/, Wa. (Thu)"
1142,"1969-08-23","08-23-69",0,389,0,0,-1,"","Bullfrog 2 Festival - also: Mixed Blood; The Portland Zoo; Sabatic Goat; River; Sand; Notary Sojac; Searchin Soul; The Weeds; New Colony; Chapter Five; The Trilogy; Bill Feldman; Donn Ross; Ron Bruce","08-23-69 Pelletier Farm/, St. Helens/, Or. (Sat)"
1143,"1969-08-24","08-24-69",0,390,0,0,-1,"","Vancouver Pop Fesival - also: Merryweather; Alice Cooper; Smith; Merrilee Rush; Guess Who; Rotary Connection; Chrome Syrcus; The Byrds; The Rascals; Chambers Brothers","08-24-69 Paradise Valley Resort/, Squamish/, B.C./, Canada (Sun)"
1144,"1969-08-28","08-28-69",0,386,0,0,-1,"","possibly Mickey Hart and the Hartbeats, without opening acts - also: Phoenix; NRPS; Commander Cody","08-28-69 Family Dog at the Great Highway/, San Francisco/, Ca. (Thu)"
1145,"1969-08-29","08-29-69",0,386,0,0,-1,"","also: Phoenix; NRPS; Commander Cody","08-29-69 Family Dog at the Great Highway/, San Francisco/, Ca. (Fri)"
1146,"1969-08-30","08-30-69",0,386,0,0,-1,"","list may be incomplete - also: Phoenix; NRPS; Commander Cody","08-30-69 Family Dog at the Great Highway/, San Francisco/, Ca. (Sat)"
1147,"1969-09-01","09-01-69",0,391,0,0,-1,"","New Orleans Pop Festival","09-01-69 Baton Rouge Int. Speedway/, Prairieville/, La. (Mon)"
1148,"1969-09-06","09-06-69",0,386,0,0,-1,"","","09-06-69 Family Dog at the Great Highway/, San Francisco/, Ca. (Sat)"
1149,"1969-09-07","09-07-69",0,386,0,0,-1,"","*Jorma Kaukonen vocals **Jerry Garcia vocals ***Joey Covington vocalswith Jefferson Airplane - ""Surf Jam"" into ""Big RxR Blues"" - setlist incomplete","09-07-69 Family Dog at the Great Highway/, San Francisco/, Ca. (Sun)"
1150,"1969-10-02","10-02-69",0,151,0,0,-1,"","Doc Watson & Son opened at least one show from this run","10-02-69 Boston Tea Party/, Boston/, Ma. (Thu)"
1151,"1969-10-03","10-03-69",0,151,0,0,-1,"","","10-03-69 Boston Tea Party/, Boston/, Ma. (Fri)"
1152,"1969-10-04","10-04-69",0,151,0,0,-1,"","","10-04-69 Boston Tea Party/, Boston/, Ma. (Sat)"
1153,"1969-10-06","10-06-69",0,386,0,0,-1,"","","10-06-69 Family Dog at the Great Highway/, San Francisco/, Ca. (Mon)"
1154,"1969-10-17","10-17-69",0,392,0,0,-1,"","","10-17-69 San Jose/, Ca. (Fri)"
1155,"1969-10-24","10-24-69",0,602,0,0,-1,"","billing: Jefferson Airplane; GD; Sons Of Champlin; Hot Tuna","10-24-69 Winterland Arena/, San Francisco/, Ca. (Fri)"
1156,"1969-10-25","10-25-69",0,602,0,0,-1,"","billing: Jefferson Airplane; GD; Sons Of Champlin; Hot Tuna","10-25-69 Winterland Arena/, San Francisco/, Ca. (Sat)"
1157,"1969-10-26","10-26-69",0,602,0,0,-1,"","billing: Jefferson Airplane; GD; Sons Of Champlin; Hot Tuna","10-26-69 Winterland Arena/, San Francisco/, Ca. (Sun)"
1158,"1969-10-31","10-31-69",0,393,0,0,-1,"","","10-31-69 San Jose State University/, San Jose/, Ca. (Fri)"
1159,"1969-11-01","11-01-69",0,386,0,0,-1,"","also: Danny Cox; Golden Toad","11-01-69 Family Dog at the Great Highway/, San Francisco/, Ca. (Sat)"
1160,"1969-11-02","11-02-69",0,386,0,0,-1,"","also: Danny Cox; Golden Toad","11-02-69 Family Dog at the Great Highway/, San Francisco/, Ca. (Sun)"
1161,"1969-11-15","11-15-69",0,394,0,1,-1,"","Moratorium Day benefit","11-15-69 Lanai Theater/, Crockett/, Ca. (Sat)"
1162,"1969-11-21","11-21-69",0,395,0,0,-1,"","","11-21-69 Building A/, Cal Expo/, Sacramento/, Ca. (Fri)"
1163,"1969-12-04","12-04-69",0,7,0,0,-1,"","billing: GD; The Flock; Humble Pie","12-04-69 Fillmore West/, San Francisco/, Ca. (Thu)"
1164,"1969-12-07","12-07-69",0,7,0,0,-1,"","billing: GD; The Flock; Humble Pie","12-07-69 Fillmore West/, San Francisco/, Ca. (Sun)"
1165,"1969-12-13","12-13-69",0,19,0,0,-1,"","","12-13-69 Swing Auditorium/, San Bernardino/, Ca. (Sat)"
1166,"1969-12-19","12-19-69",0,34,0,0,-1,"","acoustic set is without Phil - The New Old Fillmore - also: Osceola; Rhythm Dukes","12-19-69 Fillmore Auditorium/, San Francisco/, Ca. (Fri)"
1167,"1969-12-20","12-20-69",0,34,0,0,-1,"","The New Old Fillmore - also: Osceola; Rhythm Dukes","12-20-69 Fillmore Auditorium/, San Francisco/, Ca. (Sat)"
1168,"1969-12-21","12-21-69",0,34,0,0,-1,"","The New Old Fillmore - also: Osceola; Rhythm Dukes","12-21-69 Fillmore Auditorium/, San Francisco/, Ca. (Sun)"
1169,"1969-12-26","12-26-69",0,396,0,0,-1,"","Zephyr opened - acoustic set without Bill","12-26-69 McFarlin Auditorium/, S.M.U./, Dallas/, Tx. (Fri)"
1170,"1969-12-28","12-28-69",0,397,0,0,-1,"","Hollywood Pop Festival","12-28-69 International Speedway/, Hollywood/, Fl. (Sun)"
1171,"1969-12-29","12-29-69",0,151,0,0,-1,"","","12-29-69 Boston Tea Party/, Boston/, Ma. (Mon)"
1172,"1969-12-31","12-31-69",0,151,0,0,-1,"","""Merry-Go-Round Broke Down"" tuning before ""Seasons""","12-31-69 Boston Tea Party/, Boston/, Ma. (Wed)"
1173,"1970-01-16","01-16-70",0,381,0,0,-1,"","also: River","01-16-70 Springer's Inn/, Portland/, Or. (Fri)"
1174,"1970-01-17","01-17-70",0,398,0,0,-1,"","venue might be Gill Coliseum","01-17-70 Oregon State University/, Corvallis/, Or. (Sat)"
1175,"1970-01-18","01-18-70",0,381,0,0,-1,"","","01-18-70 Springer's Inn/, Portland/, Or. (Sun)"
1176,"1970-01-22","01-22-70",0,399,0,0,-1,"","also: Jefferson Airplane","01-22-70 Honolulu Civic Auditorium/, Honolulu/, Hi. (Thu)"
1177,"1970-01-23","01-23-70",0,399,0,0,-1,"","also: Jefferson Airplane","01-23-70 Honolulu Civic Auditorium/, Honolulu/, Hi. (Fri)"
1178,"1970-01-24","01-24-70",0,399,0,0,-1,"","setlist incomplete - Tom Constanten's last official show - also: Jefferson Airplane","01-24-70 Honolulu Civic Auditorium/, Honolulu/, Hi. (Sat)"
1179,"1970-01-30","01-30-70",0,152,0,0,-1,"","with Tom Constanten - also: The Flock; Fleetwood Mac","01-30-70 The Warehouse/, New Orleans/, La. (Fri)"
1180,"1970-02-04","02-04-70",0,386,0,0,-1,"","Filmed for PBS, broadcast 12-13-70: Hard To Handle, China Cat> I Know You Rider","02-04-70 Family Dog at the Great Highway/, San Francisco/, Ca. (Wed)"
1181,"1970-02-05","02-05-70",0,7,0,0,-1,"","billing: GD; Taj Mahal; Bigfoot","02-05-70 Fillmore West/, San Francisco/, Ca. (Thu)"
1182,"1970-02-06","02-06-70",0,7,0,0,-1,"","billing: GD; Taj Mahal; Bigfoot","02-06-70 Fillmore West/, San Francisco/, Ca. (Fri)"
1183,"1970-02-07","02-07-70",0,7,0,0,-1,"","*with NRPS final/last ""Green Green Grass"": 07-12-69 [74] - final ""Seasons"" - billing: GD; Taj Mahal; Bigfoot","02-07-70 Fillmore West/, San Francisco/, Ca. (Sat)"
1184,"1970-02-08","02-08-70",0,7,0,0,-1,"","billing: GD; Taj Mahal; Bigfoot","02-08-70 Fillmore West/, San Francisco/, Ca. (Sun)"
1185,"1970-02-12","02-12-70",0,400,0,0,-1,"","","02-12-70 Ungano's Night Club/, New York/, N.Y. (Thu)"
1186,"1970-02-20","02-20-70",0,401,0,0,-1,"","""War Over? Peace At Last"" - also: QMS","02-20-70 Panther Hall/, Fort Worth/, Tx. (Fri)"
1187,"1970-02-21","02-21-70",0,402,0,0,-1,"","","02-21-70 San Antonio Civic Center Arena/, San Antonio/, Tx. (Sat)"
1188,"1970-02-22","02-22-70",0,403,0,0,-1,"","","02-22-70 Sam Houston Coliseum/, Houston/, Tx. (Sun)"
1189,"1970-02-23","02-23-70",0,404,0,0,-1,"","","02-23-70 The Auditorium/, Austin/, Tx. (Mon)"
1190,"1970-02-27","02-27-70",0,386,0,1,-1,"","also: Commander Cody","02-27-70 Family Dog at the Great Highway/, San Francisco/, Ca. (Fri)"
1191,"1970-02-28","02-28-70",0,386,0,0,-1,"","final ""Mason's Children"" - also: Commander Cody","02-28-70 Family Dog at the Great Highway/, San Francisco/, Ca. (Sat)"
1192,"1970-03-01","03-01-70",0,386,0,0,-1,"","also: Commander Cody","03-01-70 Family Dog at the Great Highway/, San Francisco/, Ca. (Sun)"
1193,"1970-03-07","03-07-70",0,405,0,0,-1,"","","03-07-70 Star Theatre/, Phoenix/, Az. (Sat)"
1194,"1970-03-08","03-08-70",0,306,0,0,-1,"","also: Cold Blood - reserved tickets"" $5.50, $4.50, $3.50 - KRLA Presents - date uncertain, this show was scheduled for 03-07-70","03-08-70 Santa Monica Civic Auditorium/, Santa Monica/, Ca. (Sun)"
1195,"1970-03-17","03-17-70",0,406,0,0,-1,"","*with Lynn Harbold Buffalo Philharmonic benefit - The Dead jammed on stage with the Buffalo Philharmonic Orchestra","03-17-70 Kleinhans Music Hall/, Buffalo/, N.Y. (Tue)"
1196,"1970-03-24","03-24-70",0,407,0,0,-1,"","""Dark Star"" is first verse only","03-24-70 Pirates World/, Dania/, Fl. (Tue)"
1197,"1970-04-09","04-09-70",0,7,0,0,-1,"","*with unidentified vocalistonly ""Cowboy Song"" - first ""It's A Man's World"" - billing: GD; Miles Davis Quintet (with Airto Moreira); Stone The Crows; Clouds","04-09-70 Fillmore West/, San Francisco/, Ca. (Thu)"
1198,"1970-04-10","04-10-70",0,7,0,0,-1,"","billing: GD; Miles Davis Quintet (with Airto Moreira); Stone The Crows; Clouds","04-10-70 Fillmore West/, San Francisco/, Ca. (Fri)"
1199,"1970-04-11","04-11-70",0,7,0,0,-1,"","billing: GD; Miles Davis Quintet (with Airto Moreira); Stone The Crows; Clouds","04-11-70 Fillmore West/, San Francisco/, Ca. (Sat)"
1200,"1970-04-12","04-12-70",0,7,0,0,-1,"","""Dancin"" appears on ""Fallout From The Phil Zone"" - billing: GD; Miles Davis Quintet (with Airto Moreira); Stone The Crows; Clouds","04-12-70 Fillmore West/, San Francisco/, Ca. (Sun)"
1201,"1970-04-15","04-15-70",0,602,0,0,-1,"","","04-15-70 Winterland Arena/, San Francisco/, Ca. (Wed)"
1202,"1970-04-17","04-17-70",0,386,0,0,-1,"","Mickey And The Hartbeats - Bobby Ace And His Cards From The Bottom - final/last ""Cathy's Clown"": 06-11-69 [122] - also: NRPS; Charlie Musselwhite","04-17-70 Family Dog at the Great Highway/, San Francisco/, Ca. (Fri)"
1203,"1970-04-18","04-18-70",0,386,0,0,-1,"","Mickey And The Hartbeats - Bobby Ace And His Cards From The Bottom - first ""Roberta"" - only ""The Flood"" - first ""The Rub"" - only ""Walk Down The Street"" - also: NRPS; Charlie Musselwhite","04-18-70 Family Dog at the Great Highway/, San Francisco/, Ca. (Sat)"
1204,"1970-04-19","04-19-70",0,386,0,0,-1,"","Mickey And The Hartbeats - Bobby Ace And His Cards From The Bottom - final ""Saw Mill"" - only ""Big Breasa"" - final ""Roberta"" - first ""She's Mine"" - also: NRPS; Charlie Musselwhite","04-19-70 Family Dog at the Great Highway/, San Francisco/, Ca. (Sun)"
1205,"1970-04-25","04-25-70",0,195,0,0,-1,"","list incomplete - date and venue of list uncertain","04-25-70 Mammoth Gardens/, Denver/, Co. (Sat)"
1206,"1970-04-26","04-26-70",0,408,0,0,-1,"","Sound Storm Festival - setlist incomplete - order uncertain","04-26-70 York Farm/, Poynette/, Wi. (Sun)"
1207,"1970-05-01","05-01-70",0,409,0,0,-1,"","setlist incomplete - last ""Cold Jordan"": 06-20-69b [125] - also: NRPS","05-01-70 Alfred College/, Alfred/, N.Y. (Fri)"
1208,"1970-05-03","05-03-70",0,410,0,0,-1,"","also: NRPS","05-03-70 Field House/, Wesleyan University/, Middletown/, Ct. (Sun)"
1209,"1970-05-08","05-08-70",0,411,0,0,-1,"","also: NRPS","05-08-70 Farrell Hall/, S.U.C.N.Y./, Delhi/, N.Y. (Fri)"
1210,"1970-05-09","05-09-70",0,412,0,0,-1,"","also: NRPS","05-09-70 Worcester Polytechnic Institute/, Worcester/, Ma. (Sat)"
1211,"1970-05-10","05-10-70",0,413,0,0,-1,"","*with Allman Brothers only ""Circle Be Unbroken"" - also Hampton Grease Band","05-10-70 Atlanta Sports Arena/, Atlanta/, Ga. (Sun)"
1212,"1970-05-16","05-16-70",0,414,0,0,-1,"","afternoon concert - lineup: Cactus; GD; Steve Miller; Jimi Hendrix","05-16-70 Temple University/, Philadelphia/, Pa. (Sat)"
1213,"1970-05-17","05-17-70",0,415,0,0,-1,"","","05-17-70 Fairfield University/, Fairfield/, Ct. (Sun)"
1214,"1970-05-24","05-24-70",0,416,0,0,-1,"","actual venue may have been Lower Finney Green Farm, Leycett - Hollywood Festival - first European performance - Saturday: Lord Sutch & Heavy Friends; Family; Titus Groan; Mike Cooper; Mungo Jerry; Airforce - Sunday: Demon Fuzz; Wildmouth; Black Sabbath; Quintessence; Colosseum - Grateful Dead; Free; Mungo Jerry; Jose Feliciano; Traffic","05-24-70 Newcastle-Under-Lyme/, England (Sun)"
1215,"1970-05-25","05-25-70",0,26,0,0,-1,"","also: Fleetwood Mac","05-25-70 The Strand Lyceum/, London/, England (Mon)"
1216,"1970-06-04","06-04-70",0,7,0,0,-1,"","first ""Swing Low"" - billing: GD; NRPS; Southern Comfort","06-04-70 Fillmore West/, San Francisco/, Ca. (Thu)"
1217,"1970-06-05","06-05-70",0,7,0,0,-1,"","billing: GD; NRPS; Southern Comfort","06-05-70 Fillmore West/, San Francisco/, Ca. (Fri)"
1218,"1970-06-06","06-06-70",0,7,0,0,-1,"","first ""Frozen Logger"" - last ""New Orleans"": 08-29-69 [118] - billing: GD; NRPS; Southern Comfort","06-06-70 Fillmore West/, San Francisco/, Ca. (Sat)"
1219,"1970-06-07","06-07-70",0,7,0,0,-1,"","final ""The Eleven"" - first ""Sugar Magnolia"" - only ""Louie Louie Jam"" - billing: GD; NRPS; Southern Comfort","06-07-70 Fillmore West/, San Francisco/, Ca. (Sun)"
1220,"1970-06-12","06-12-70",0,399,0,0,-1,"","also: QMS; NRPS","06-12-70 Honolulu Civic Auditorium/, Honolulu/, Hi. (Fri)"
1221,"1970-06-13","06-13-70",0,399,0,0,-1,"","*with Dino Valenti and Gary Duncanalso: QMS; The Steve Miller Band; NRPS - $3.50","06-13-70 Honolulu Civic Auditorium/, Honolulu/, Hi. (Sat)"
1222,"1970-06-19","06-19-70",0,417,0,0,-1,"","list and order uncertain - also: Country Joe McDonald; The Illusion","06-19-70 Mid-South Coliseum/, Memphis/, Tn. (Fri)"
1223,"1970-06-21","06-21-70",0,302,0,0,-1,"","American Indian benefit","06-21-70 Pauley Ballroom/, U. of California/, Berkeley/, Ca. (Sun)"
1224,"1970-06-28","06-28-70",0,418,0,0,-1,"","""Trans Continental Pop Festival"" - free concert","06-28-70 Coronation Park/, Toronto/, Canada (Sun)"
1225,"1970-07-01","07-01-70",0,419,0,0,-1,"","list incomplete, order uncertain - ""Red River Exhibition,"" ""Trans Continental Pop Festival"" - also: NRPS","07-01-70 Winnipeg Fairgrounds/, Winnipeg/, Canada (Wed)"
1226,"1970-07-03","07-03-70",0,420,0,0,-1,"","list incomplete, order uncertain - ""Trans Continental Pop Festival"" (Kory's Note:  C. C. Rider with Ian and Sylvia.)","07-03-70 McMahon Stadium/, Calgary/, Canada (Fri)"
1227,"1970-07-08","07-08-70",0,421,0,0,-1,"","","07-08-70 Mississippi River Festival/, Edwardsville/, Il. (Wed)"
